date,track,artist
2019-02-09,Armed and Dangerous,Juice WRLD
2019-02-09,Saturday Nights,Khalid   Kane Brown
2019-02-09,Keanu Reeves,Logic
2019-02-09,You,Jacquees
2019-02-09,Calling My Spirit,Kodak Black
2019-02-09,Put A Date On It,Yo Gotti  Lil Baby
2019-02-09,No Stylist,French Montana  Drake
2019-02-09,Ella Quiere Beber,Anuel AA   Romeo Santos
2019-02-09,Take It From Me,Jordan Davis
2019-02-09,What Makes You Country,Luke Bryan
2019-02-09,Millionaire,Chris Stapleton
2019-02-09,Crushed Up,Future
2019-02-09,Arms Around You,XXXTENTACION Lil Pump  Maluma   Swae Lee
2019-02-09,Mixed Personalities,YNW Melly  Kanye West
2019-02-09,Bury A Friend,Billie Eilish
2019-02-09,Yosemite,Travis Scott
2019-02-09,When The Party s Over,Billie Eilish
2019-02-09,Secreto,Anuel AA   Karol G
2019-02-09,Murder On My Mind,YNW Melly
2019-02-09,Ruin My Life,Zara Larsson
2019-02-09,Love Someone,Lukas Graham
2019-02-09,Lovely,Billie Eilish   Khalid
2019-02-09,Down To The Honkytonk,Jake Owen
2019-02-09,Nights Like This,Kehlani  Ty Dolla $ign
2019-02-09,Startender,A Boogie Wit da Hoodie  Offset   Tyga
2019-02-09,Roses,Benny Blanco   Juice WRLD  Brendon Urie
2019-02-09,I m So Tired...,Lauv   Troye Sivan
2019-02-09,Body,Loud Luxury  Brando
2019-02-09,Shot Clock,Ella Mai
2019-02-09,Sauce,XXXTENTACION
2019-02-09,Con Calma,Daddy Yankee   Katy Perry  Snow
2019-02-09,Love Wins,Carrie Underwood
2019-02-09,Splashin,Rich The Kid
2019-02-09,Make It Sweet,Old Dominion
2019-02-09,Talk To Me,Tory Lanez   Rich The Kid
2019-02-09,Burn Out,Midland
2019-02-09,Here Tonight,Brett Young
2019-02-09,BAD,XXXTENTACION
2019-02-09,Night Shift,Jon Pardi
2019-02-09,Blue Tacoma,Russell Dickerson
2019-02-09,Let Me Down Slowly,Alec Benjamin   Alessia Cara
2019-02-16,7 Rings,Ariana Grande
2019-02-16,Happier,Marshmello   Bastille
2019-02-16,Without Me,Halsey
2019-02-16,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-02-16,Sicko Mode,Travis Scott
2019-02-16,High Hopes,Panic  At The Disco
2019-02-16,Thank U  Next,Ariana Grande
2019-02-16,Middle Child,J. Cole
2019-02-16,Wow.,Post Malone
2019-02-16,Girls Like You,Maroon 5  Cardi B
2019-02-16,Eastside,Benny Blanco  Halsey   Khalid
2019-02-16,A Lot,21 Savage
2019-02-16,Drip Too Hard,Lil Baby   Gunna
2019-02-16,Bury A Friend,Billie Eilish
2019-02-16,Going Bad,Meek Mill  Drake
2019-02-16,Money,Cardi B
2019-02-16,ZEZE,Kodak Black  Travis Scott   Offset
2019-02-16,Better,Khalid
2019-02-16,MIA,Bad Bunny  Drake
2019-02-16,Thotiana,Blueface
2019-02-16,Better Now,Post Malone
2019-02-16,Wake Up In The Sky,Gucci Mane Bruno Mars Kodak Black
2019-02-16,Youngblood,5 Seconds Of Summer
2019-02-16,Shallow,Lady Gaga   Bradley Cooper
2019-02-16,Leave Me Alone,Flipp Dinero
2019-02-16,Dancing With A Stranger,Sam Smith   Normani
2019-02-16,Mo Bamba,Sheck Wes
2019-02-16,Alone,Marshmello
2019-02-16,Taki Taki,DJ Snake  Selena Gomez  Ozuna   Cardi B
2019-02-16,Sweet But Psycho,Ava Max
2019-02-16,Tequila,Dan   Shay
2019-02-16,Look Back At It,A Boogie Wit da Hoodie
2019-02-16,Close To Me,Ellie Goulding Diplo  Swae Lee
2019-02-16,Lucid Dreams,Juice WRLD
2019-02-16,Breathin,Ariana Grande
2019-02-16,Beautiful Crazy,Luke Combs
2019-02-16,You Say,Lauren Daigle
2019-02-16,Trip,Ella Mai
2019-02-16,I Like It,Cardi B  Bad Bunny   J Balvin
2019-02-16,Baby Shark,Pinkfong
2019-02-16,Love Lies,Khalid   Normani
2019-02-16,This Is It,Scotty McCreery
2019-02-16,Be Alright,Dean Lewis
2019-02-16,Speechless,Dan   Shay
2019-02-16,Envy Me,Calboy
2019-02-16,Swervin,A Boogie Wit da Hoodie  6ix9ine
2019-02-16,Beautiful,Bazzi  Camila Cabello
2019-02-16,Backin  It Up,Pardison Fontaine  Cardi B
2019-02-16,Lost In The Fire,Gesaffelstein   The Weeknd
2019-02-16,Twerk,City Girls  Cardi B
2019-02-16,Girl Like You,Jason Aldean
2019-02-16,This Feeling,The Chainsmokers  Kelsea Ballerini
2019-02-16,Nothing Breaks Like A Heart,Mark Ronson  Miley Cyrus
2019-02-16,Undecided,Chris Brown
2019-02-16,Sixteen,Thomas Rhett
2019-02-16,One Call,Gunna
2019-02-16,Pure Cocaine,Lil Baby
2019-02-16,Take It From Me,Jordan Davis
2019-02-16,Put A Date On It,Yo Gotti  Lil Baby
2019-02-16,Burning Man,Dierks Bentley  Brothers Osborne
2019-02-16,When The Party s Over,Billie Eilish
2019-02-16,Armed and Dangerous,Juice WRLD
2019-02-16,What Makes You Country,Luke Bryan
2019-02-16,Pure Water,Mustard   Migos
2019-02-16,Uproar,Lil Wayne
2019-02-16,Lovely,Billie Eilish   Khalid
2019-02-16,Calling My Spirit,Kodak Black
2019-02-16,Ella Quiere Beber,Anuel AA   Romeo Santos
2019-02-16,Millionaire,Chris Stapleton
2019-02-16,You,Jacquees
2019-02-16,Good Girl,Dustin Lynch
2019-02-16,Love Someone,Lukas Graham
2019-02-16,Murder On My Mind,YNW Melly
2019-02-16,Down To The Honkytonk,Jake Owen
2019-02-16,Saturday Nights,Khalid   Kane Brown
2019-02-16,Nights Like This,Kehlani  Ty Dolla $ign
2019-02-16,Yosemite,Travis Scott
2019-02-16,Ruin My Life,Zara Larsson
2019-02-16,Arms Around You,XXXTENTACION Lil Pump  Maluma   Swae Lee
2019-02-16,First Off,Future  Travis Scott
2019-02-16,Body,Loud Luxury  Brando
2019-02-16,Shot Clock,Ella Mai
2019-02-16,Talk To Me,Tory Lanez   Rich The Kid
2019-02-16,Love Wins,Carrie Underwood
2019-02-16,Startender,A Boogie Wit da Hoodie  Offset   Tyga
2019-02-16,Mixed Personalities,YNW Melly  Kanye West
2019-02-16,Make It Sweet,Old Dominion
2019-02-16,Roses,Benny Blanco   Juice WRLD  Brendon Urie
2019-02-16,Here Tonight,Brett Young
2019-02-16,Splashin,Rich The Kid
2019-02-16,Keanu Reeves,Logic
2019-02-16,No Stylist,French Montana  Drake
2019-02-16,Burn Out,Midland
2019-02-16,Let Me Down Slowly,Alec Benjamin   Alessia Cara
2019-02-16,Miss Me More,Kelsea Ballerini
2019-02-16,Ocean Eyes,Billie Eilish
2019-02-16,Crushed Up,Future
2019-02-16,Night Shift,Jon Pardi
2019-02-16,Close Friends,Lil Baby
2019-02-16,On My Way To You,Cody Johnson
2019-02-23,7 Rings,Ariana Grande
2019-02-23,Break Up With Your Girlfriend  I m Bored,Ariana Grande
2019-02-23,Thank U  Next,Ariana Grande
2019-02-23,Without Me,Halsey
2019-02-23,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-02-23,Happier,Marshmello   Bastille
2019-02-23,Sicko Mode,Travis Scott
2019-02-23,High Hopes,Panic  At The Disco
2019-02-23,Wow.,Post Malone
2019-02-23,Eastside,Benny Blanco  Halsey   Khalid
2019-02-23,Middle Child,J. Cole
2019-02-23,Girls Like You,Maroon 5  Cardi B
2019-02-23,Going Bad,Meek Mill  Drake
2019-02-23,Needy,Ariana Grande
2019-02-23,A Lot,21 Savage
2019-02-23,Drip Too Hard,Lil Baby   Gunna
2019-02-23,NASA,Ariana Grande
2019-02-23,Shallow,Lady Gaga   Bradley Cooper
2019-02-23,Money,Cardi B
2019-02-23,Thotiana,Blueface
2019-02-23,Imagine,Ariana Grande
2019-02-23,Bloodline,Ariana Grande
2019-02-23,Better,Khalid
2019-02-23,ZEZE,Kodak Black  Travis Scott   Offset
2019-02-23,Ghostin,Ariana Grande
2019-02-23,Fake Smile,Ariana Grande
2019-02-23,Bad Idea,Ariana Grande
2019-02-23,MIA,Bad Bunny  Drake
2019-02-23,Better Now,Post Malone
2019-02-23,Dancing With A Stranger,Sam Smith   Normani
2019-02-23,Tequila,Dan   Shay
2019-02-23,Bury A Friend,Billie Eilish
2019-02-23,Leave Me Alone,Flipp Dinero
2019-02-23,Youngblood,5 Seconds Of Summer
2019-02-23,Wake Up In The Sky,Gucci Mane Bruno Mars Kodak Black
2019-02-23,Beautiful Crazy,Luke Combs
2019-02-23,Sweet But Psycho,Ava Max
2019-02-23,In My Head,Ariana Grande
2019-02-23,Taki Taki,DJ Snake  Selena Gomez  Ozuna   Cardi B
2019-02-23,You Say,Lauren Daigle
2019-02-23,Mo Bamba,Sheck Wes
2019-02-23,Close To Me,Ellie Goulding Diplo  Swae Lee
2019-02-23,Lucid Dreams,Juice WRLD
2019-02-23,Talk,Khalid
2019-02-23,I Like It,Cardi B  Bad Bunny   J Balvin
2019-02-23,Be Alright,Dean Lewis
2019-02-23,Look Back At It,A Boogie Wit da Hoodie
2019-02-23,Make Up,Ariana Grande
2019-02-23,Baby Shark,Pinkfong
2019-02-23,Envy Me,Calboy
2019-02-23,Swervin,A Boogie Wit da Hoodie  6ix9ine
2019-02-23,This Is It,Scotty McCreery
2019-02-23,Backin  It Up,Pardison Fontaine  Cardi B
2019-02-23,Twerk,City Girls  Cardi B
2019-02-23,Girl Like You,Jason Aldean
2019-02-23,Who Do You Love,The Chainsmokers  5 Seconds Of Summer
2019-02-23,This Feeling,The Chainsmokers  Kelsea Ballerini
2019-02-23,Lost In The Fire,Gesaffelstein   The Weeknd
2019-02-23,Murder On My Mind,YNW Melly
2019-02-23,Nothing Breaks Like A Heart,Mark Ronson  Miley Cyrus
2019-02-23,Pure Water,Mustard   Migos
2019-02-23,Take It From Me,Jordan Davis
2019-02-23,Undecided,Chris Brown
2019-02-23,What Makes You Country,Luke Bryan
2019-02-23,Armed and Dangerous,Juice WRLD
2019-02-23,Millionaire,Chris Stapleton
2019-02-23,Pure Cocaine,Lil Baby
2019-02-23,Close Friends,Lil Baby
2019-02-23,Sixteen,Thomas Rhett
2019-02-23,Love Someone,Lukas Graham
2019-02-23,Calling My Spirit,Kodak Black
2019-02-23,Put A Date On It,Yo Gotti  Lil Baby
2019-02-23,Uproar,Lil Wayne
2019-02-23,Ella Quiere Beber,Anuel AA   Romeo Santos
2019-02-23,Lovely,Billie Eilish   Khalid
2019-02-23,Burning Man,Dierks Bentley  Brothers Osborne
2019-02-23,You,Jacquees
2019-02-23,When The Party s Over,Billie Eilish
2019-02-23,Down To The Honkytonk,Jake Owen
2019-02-23,Secreto,Anuel AA   Karol G
2019-02-23,Shot Clock,Ella Mai
2019-02-23,Body,Loud Luxury  Brando
2019-02-23,Good Girl,Dustin Lynch
2019-02-23,Make It Sweet,Old Dominion
2019-02-23,Burn Out,Midland
2019-02-23,Ruin My Life,Zara Larsson
2019-02-23,Love Wins,Carrie Underwood
2019-02-23,Arms Around You,XXXTENTACION Lil Pump  Maluma   Swae Lee
2019-02-23,Nights Like This,Kehlani  Ty Dolla $ign
2019-02-23,Yosemite,Travis Scott
2019-02-23,Miss Me More,Kelsea Ballerini
2019-02-23,Here Tonight,Brett Young
2019-02-23,Mixed Personalities,YNW Melly  Kanye West
2019-02-23,Let Me Down Slowly,Alec Benjamin   Alessia Cara
2019-02-23,Con Calma,Daddy Yankee   Katy Perry  Snow
2019-02-23,Talk To Me,Tory Lanez   Rich The Kid
2019-02-23,Splashin,Rich The Kid
2019-02-23,Rainbow,Kacey Musgraves
2019-02-23,Startender,A Boogie Wit da Hoodie  Offset   Tyga
2019-02-23,On My Way To You,Cody Johnson
2019-03-02,7 Rings,Ariana Grande
2019-03-02,Without Me,Halsey
2019-03-02,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-03-02,Thank U  Next,Ariana Grande
2019-03-02,Please Me,Cardi B   Bruno Mars
2019-03-02,Happier,Marshmello   Bastille
2019-03-02,Sicko Mode,Travis Scott
2019-03-02,Break Up With Your Girlfriend  I m Bored,Ariana Grande
2019-03-02,High Hopes,Panic  At The Disco
2019-03-02,Wow.,Post Malone
2019-03-02,Middle Child,J. Cole
2019-03-02,Eastside,Benny Blanco  Halsey   Khalid
2019-03-02,Thotiana,Blueface
2019-03-02,Murder On My Mind,YNW Melly
2019-03-02,Going Bad,Meek Mill  Drake
2019-03-02,Money,Cardi B
2019-03-02,A Lot,21 Savage
2019-03-02,Drip Too Hard,Lil Baby   Gunna
2019-03-02,Girls Like You,Maroon 5  Cardi B
2019-03-02,Better,Khalid
2019-03-02,Shallow,Lady Gaga   Bradley Cooper
2019-03-02,ZEZE,Kodak Black  Travis Scott   Offset
2019-03-02,Beautiful Crazy,Luke Combs
2019-03-02,MIA,Bad Bunny  Drake
2019-03-02,Dancing With A Stranger,Sam Smith   Normani
2019-03-02,Youngblood,5 Seconds Of Summer
2019-03-02,Robbery,Juice WRLD
2019-03-02,Better Now,Post Malone
2019-03-02,Sweet But Psycho,Ava Max
2019-03-02,Be Alright,Dean Lewis
2019-03-02,Tequila,Dan   Shay
2019-03-02,Bury A Friend,Billie Eilish
2019-03-02,I Like It,Cardi B  Bad Bunny   J Balvin
2019-03-02,You Say,Lauren Daigle
2019-03-02,Leave Me Alone,Flipp Dinero
2019-03-02,Wake Up In The Sky,Gucci Mane Bruno Mars Kodak Black
2019-03-02,Close To Me,Ellie Goulding Diplo  Swae Lee
2019-03-02,Baby Shark,Pinkfong
2019-03-02,Look Back At It,A Boogie Wit da Hoodie
2019-03-02,Mo Bamba,Sheck Wes
2019-03-02,Lucid Dreams,Juice WRLD
2019-03-02,Envy Me,Calboy
2019-03-02,Swervin,A Boogie Wit da Hoodie  6ix9ine
2019-03-02,Taki Taki,DJ Snake  Selena Gomez  Ozuna   Cardi B
2019-03-02,This Is It,Scotty McCreery
2019-03-02,NASA,Ariana Grande
2019-03-02,Backin  It Up,Pardison Fontaine  Cardi B
2019-03-02,Needy,Ariana Grande
2019-03-02,Red Room,Offset
2019-03-02,Talk,Khalid
2019-03-02,Girl Like You,Jason Aldean
2019-03-02,Twerk,City Girls  Cardi B
2019-03-02,Bloodline,Ariana Grande
2019-03-02,What Makes You Country,Luke Bryan
2019-03-02,Bad Idea,Ariana Grande
2019-03-02,Pure Water,Mustard   Migos
2019-03-02,Fake Smile,Ariana Grande
2019-03-02,Imagine,Ariana Grande
2019-03-02,Take It From Me,Jordan Davis
2019-03-02,Mixed Personalities,YNW Melly  Kanye West
2019-03-02,Lost In The Fire,Gesaffelstein   The Weeknd
2019-03-02,Ghostin,Ariana Grande
2019-03-02,Nothing Breaks Like A Heart,Mark Ronson  Miley Cyrus
2019-03-02,This Feeling,The Chainsmokers  Kelsea Ballerini
2019-03-02,Undecided,Chris Brown
2019-03-02,Millionaire,Chris Stapleton
2019-03-02,Here Tonight,Brett Young
2019-03-02,Calling My Spirit,Kodak Black
2019-03-02,Sixteen,Thomas Rhett
2019-03-02,Love Someone,Lukas Graham
2019-03-02,Armed and Dangerous,Juice WRLD
2019-03-02,Nights Like This,Kehlani  Ty Dolla $ign
2019-03-02,Close Friends,Lil Baby
2019-03-02,In My Head,Ariana Grande
2019-03-02,Put A Date On It,Yo Gotti  Lil Baby
2019-03-02,Pure Cocaine,Lil Baby
2019-03-02,Down To The Honkytonk,Jake Owen
2019-03-02,Ella Quiere Beber,Anuel AA   Romeo Santos
2019-03-02,Lovely,Billie Eilish   Khalid
2019-03-02,Talk You Out Of It,Florida Georgia Line
2019-03-02,Miss Me More,Kelsea Ballerini
2019-03-02,Body,Loud Luxury  Brando
2019-03-02,Burn Out,Midland
2019-03-02,Eyes On You,Chase Rice
2019-03-02,Who Do You Love,The Chainsmokers  5 Seconds Of Summer
2019-03-02,365,Zedd   Katy Perry
2019-03-02,Worth It,YK Osiris
2019-03-02,When The Party s Over,Billie Eilish
2019-03-02,Yosemite,Travis Scott
2019-03-02,Shot Clock,Ella Mai
2019-03-02,There Was This Girl,Riley Green
2019-03-02,Con Calma,Daddy Yankee   Katy Perry  Snow
2019-03-02,On My Way To You,Cody Johnson
2019-03-02,Let Me Down Slowly,Alec Benjamin   Alessia Cara
2019-03-02,Make Up,Ariana Grande
2019-03-02,Make It Sweet,Old Dominion
2019-03-02,Good Girl,Dustin Lynch
2019-03-02,Arms Around You,XXXTENTACION Lil Pump  Maluma   Swae Lee
2019-03-02,Startender,A Boogie Wit da Hoodie  Offset   Tyga
2019-03-02,One That Got Away,Michael Ray
2019-03-09,Shallow,Lady Gaga   Bradley Cooper
2019-03-09,7 Rings,Ariana Grande
2019-03-09,Without Me,Halsey
2019-03-09,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-03-09,Middle Child,J. Cole
2019-03-09,Happier,Marshmello   Bastille
2019-03-09,Thank U  Next,Ariana Grande
2019-03-09,Wow.,Post Malone
2019-03-09,Thotiana,Blueface
2019-03-09,Sicko Mode,Travis Scott
2019-03-09,High Hopes,Panic  At The Disco
2019-03-09,Eastside,Benny Blanco  Halsey   Khalid
2019-03-09,Break Up With Your Girlfriend  I m Bored,Ariana Grande
2019-03-09,Please Me,Cardi B   Bruno Mars
2019-03-09,Murder On My Mind,YNW Melly
2019-03-09,Going Bad,Meek Mill  Drake
2019-03-09,Girls Like You,Maroon 5  Cardi B
2019-03-09,A Lot,21 Savage
2019-03-09,Drip Too Hard,Lil Baby   Gunna
2019-03-09,Money,Cardi B
2019-03-09,Better,Khalid
2019-03-09,Dancing With A Stranger,Sam Smith   Normani
2019-03-09,Beautiful Crazy,Luke Combs
2019-03-09,Sweet But Psycho,Ava Max
2019-03-09,ZEZE,Kodak Black  Travis Scott   Offset
2019-03-09,MIA,Bad Bunny  Drake
2019-03-09,Better Now,Post Malone
2019-03-09,Robbery,Juice WRLD
2019-03-09,Be Alright,Dean Lewis
2019-03-09,You Say,Lauren Daigle
2019-03-09,Youngblood,5 Seconds Of Summer
2019-03-09,Tequila,Dan   Shay
2019-03-09,Close To Me,Ellie Goulding Diplo  Swae Lee
2019-03-09,Baby Shark,Pinkfong
2019-03-09,Look Back At It,A Boogie Wit da Hoodie
2019-03-09,Wake Up In The Sky,Gucci Mane Bruno Mars Kodak Black
2019-03-09,Leave Me Alone,Flipp Dinero
2019-03-09,Taki Taki,DJ Snake  Selena Gomez  Ozuna   Cardi B
2019-03-09,I Like It,Cardi B  Bad Bunny   J Balvin
2019-03-09,Lucid Dreams,Juice WRLD
2019-03-09,Bury A Friend,Billie Eilish
2019-03-09,Envy Me,Calboy
2019-03-09,Mo Bamba,Sheck Wes
2019-03-09,Swervin,A Boogie Wit da Hoodie  6ix9ine
2019-03-09,Twerk,City Girls  Cardi B
2019-03-09,Take It From Me,Jordan Davis
2019-03-09,Always Remember Us This Way,Lady Gaga
2019-03-09,Backin  It Up,Pardison Fontaine  Cardi B
2019-03-09,Legacy,Offset  Travis Scott   21 Savage
2019-03-09,Red Room,Offset
2019-03-09,This Is It,Scotty McCreery
2019-03-09,Pure Water,Mustard   Migos
2019-03-09,Close Friends,Lil Baby
2019-03-09,Walk Me Home,P nk
2019-03-09,Talk,Khalid
2019-03-09,Mixed Personalities,YNW Melly  Kanye West
2019-03-09,Millionaire,Chris Stapleton
2019-03-09,Girl Like You,Jason Aldean
2019-03-09,Con Calma,Daddy Yankee   Katy Perry  Snow
2019-03-09,Needy,Ariana Grande
2019-03-09,What Makes You Country,Luke Bryan
2019-03-09,I ll Never Love Again,Lady Gaga
2019-03-09,Undecided,Chris Brown
2019-03-09,Clout,Offset  Cardi B
2019-03-09,How Did I Get Here,Offset   J. Cole
2019-03-09,Who Do You Love,The Chainsmokers  5 Seconds Of Summer
2019-03-09,Nights Like This,Kehlani  Ty Dolla $ign
2019-03-09,NASA,Ariana Grande
2019-03-09,Burn Out,Midland
2019-03-09,Outstanding,Gunna
2019-03-09,Here Tonight,Brett Young
2019-03-09,Be Like Me,Lil Pump  Lil Wayne
2019-03-09,Worth It,YK Osiris
2019-03-09,3 Headed Snake,Gunna  Young Thug
2019-03-09,Wit It,Gunna
2019-03-09,Ella Quiere Beber,Anuel AA   Romeo Santos
2019-03-09,This Feeling,The Chainsmokers  Kelsea Ballerini
2019-03-09,One Call,Gunna
2019-03-09,Armed and Dangerous,Juice WRLD
2019-03-09,Down To The Honkytonk,Jake Owen
2019-03-09,Shot Clock,Ella Mai
2019-03-09,Miss Me More,Kelsea Ballerini
2019-03-09,Calling My Spirit,Kodak Black
2019-03-09,Nothing Breaks Like A Heart,Mark Ronson  Miley Cyrus
2019-03-09,Imagine,Ariana Grande
2019-03-09,Lick,Offset
2019-03-09,Girls Need Love,Summer Walker Drake
2019-03-09,Eyes On You,Chase Rice
2019-03-09,Love Someone,Lukas Graham
2019-03-09,Bad Idea,Ariana Grande
2019-03-09,Speed It Up,Gunna
2019-03-09,Secreto,Anuel AA   Karol G
2019-03-09,Bloodline,Ariana Grande
2019-03-09,I Guess I Just Feel Like,John Mayer
2019-03-09,Good As You,Kane Brown
2019-03-09,Put A Date On It,Yo Gotti  Lil Baby
2019-03-09,Same Yung N   a,Gunna  Playboi Carti
2019-03-09,Talk You Out Of It,Florida Georgia Line
2019-03-09,Make It Sweet,Old Dominion
2019-03-09,Faucet Failure,Ski Mask The Slump God
2019-03-16,Sucker,Jonas Brothers
2019-03-16,7 Rings,Ariana Grande
2019-03-16,Please Me,Cardi B   Bruno Mars
2019-03-16,Sunflower  Spider-Man  Into The Spider-Verse,Post Malone   Swae Lee
2019-03-16,Without Me,Halsey
2019-03-16,Shallow,Lady Gaga   Bradley Cooper
2019-03-16,Wow.,Post Malone
2019-03-16,Happier,Marshmello   Bastille
2019-03-16,Middle Child,J. Cole
2019-03-16,Sicko Mode,Travis Scott
2019-03-16,Thank U  Next,Ariana Grande
2019-03-16,High Hopes,Panic  At The Disco
2019-03-16,Thotiana,Blueface
2019-03-16,Eastside,Benny Blanco  Halsey   Khalid
2019-03-16,Break Up With Your Girlfriend  I m Bored,Ariana Grande
2019-03-16,Going Bad,Meek Mill  Drake
2019-03-16,Murder On My Mind,YNW Melly
2019-03-16,A Lot,21 Savage
2019-03-16,Girls Like You,Maroon 5  Cardi B
2019-03-16,Dancing With A Stranger,Sam Smith   Normani
2019-03-16,Better,Khalid
2019-03-16,Drip Too Hard,Lil Baby   Gunna
2019-03-16,Money,Cardi B
2019-03-16,Sweet But Psycho,Ava Max
2019-03-16,Beautiful Crazy,Luke Combs
2019-03-16,Be Alright,Dean Lewis
2019-03-16,MIA,Bad Bunny  Drake
2019-03-16,ZEZE,Kodak Black  Travis Scott   Offset
2019-03-16,Better Now,Post Malone
2019-03-16,Youngblood,5 Seconds Of Summer
2019-03-16,Close To Me,Ellie Goulding Diplo  Swae Lee
2019-03-16,You Say,Lauren Daigle
2019-03-16,Tequila,Dan   Shay
2019-03-16,Robbery,Juice WRLD
2019-03-16,Look Back At It,A Boogie Wit da Hoodie
2019-03-16,Lucid Dreams,Juice WRLD
2019-03-16,Girls Need Love,Summer Walker Drake
2019-03-16,Baby Shark,Pinkfong
2019-03-16,I,Lil Skies
2019-03-16,Envy Me,Calboy
2019-03-16,I Like It,Cardi B  Bad Bunny   J Balvin
2019-03-16,Bury A Friend,Billie Eilish
2019-03-16,Taki Taki,DJ Snake  Selena Gomez  Ozuna   Cardi B
2019-03-16,Wake Up In The Sky,Gucci Mane Bruno Mars Kodak Black
2019-03-16,Leave Me Alone,Flipp Dinero
2019-03-16,Twerk,City Girls  Cardi B
2019-03-16,Mo Bamba,Sheck Wes
2019-03-16,Swervin,A Boogie Wit da Hoodie  6ix9ine
2019-03-16,Talk,Khalid
2019-03-16,Mixed Personalities,YNW Melly  Kanye West
2019-03-16,Pure Water,Mustard   Migos
2019-03-16,Look What God Gave Her,Thomas Rhett
2019-03-16,This Is It,Scotty McCreery
2019-03-16,Take It From Me,Jordan Davis
2019-03-16,Millionaire,Chris Stapleton
2019-03-16,Hear Me Calling,Juice WRLD
2019-03-16,Con Calma,Daddy Yankee   Katy Perry  Snow
2019-03-16,Undecided,Chris Brown
2019-03-16,Close Friends,Lil Baby
2019-03-16,Who Do You Love,The Chainsmokers  5 Seconds Of Summer
2019-03-16,Girl Like You,Jason Aldean
2019-03-16,Here Tonight,Brett Young
2019-03-16,Burn Out,Midland
2019-03-16,Always Remember Us This Way,Lady Gaga
2019-03-16,Worth It,YK Osiris
2019-03-16,What Makes You Country,Luke Bryan
2019-03-16,Ella Quiere Beber,Anuel AA   Romeo Santos
2019-03-16,Shot Clock,Ella Mai
2019-03-16,Down To The Honkytonk,Jake Owen
2019-03-16,Eyes On You,Chase Rice
2019-03-16,There Was This Girl,Riley Green
2019-03-16,Bad Liar,Imagine Dragons
2019-03-16,Red Room,Offset
2019-03-16,Wish You Were Gay,Billie Eilish
2019-03-16,Whip,2 Chainz  Travis Scott
2019-03-16,Make It Sweet,Old Dominion
2019-03-16,Act Up,City Girls
2019-03-16,Good As You,Kane Brown
2019-03-16,Nights Like This,Kehlani  Ty Dolla $ign
2019-03-16,Calling My Spirit,Kodak Black
2019-03-16,Miss Me More,Kelsea Ballerini
2019-03-16,Armed and Dangerous,Juice WRLD
2019-03-16,Old Town Road,Lil Nas  Billy Ray Cyrus
2019-03-16,Secreto,Anuel AA   Karol G
2019-03-16,Whiskey Glasses,Morgan Wallen
2019-03-16,Night Shift,Jon Pardi
2019-03-16,Faucet Failure,Ski Mask The Slump God
2019-03-16,Walk Me Home,P nk
2019-03-16,One That Got Away,Michael Ray
2019-03-16,Put A Date On It,Yo Gotti  Lil Baby
2019-03-16,Lovely,Billie Eilish   Khalid
2019-03-16,Needy,Ariana Grande
2019-03-16,I Can t Get Enough,Benny Blanco  Tainy  Selena Gomez   J Balvin
2019-03-16,Rule The World,2 Chainz  Ariana Grande
2019-03-16,When The Party s Over,Billie Eilish
2019-03-16,Love Someone,Lukas Graham
2019-03-16,Talk You Out Of It,Florida Georgia Line
